CO_CURSO,TP_GRAU_ACADEMICO,TP_SITUACAO,IN_DEFICIENCIA,IN_RESERVA_VAGAS,TP_SEXO,TP_COR_RACA,NU_ANO_NASCIMENTO,NU_DIA_NASCIMENTO,NU_MES_NASCIMENTO,NU_IDADE,NU_ANO_INGRESSO,NU_ANO_CENSO,CO_MUNICIPIO_NASCIMENTO,Id
99503,2,2,0,0,0,3,1994,9,11,24,2015,2018,3135209.0,2737
99503,2,4,0,0,1,2,1993,8,12,25,2015,2018,,2738
99503,2,3,0,0,0,3,1992,12,3,26,2015,2018,3135209.0,2739
99503,2,2,0,0,0,3,1995,30,5,23,2015,2018,3135209.0,2740
99503,2,2,0,0,1,3,1997,2,9,21,2015,2018,3170909.0,2742
99503,2,4,0,0,1,3,1996,9,10,22,2015,2018,3135209.0,2743
99503,2,2,0,0,1,3,1997,3,1,21,2015,2018,3135209.0,2744
99503,2,5,0,0,1,3,1993,8,4,25,2015,2018,3135209.0,2745
99503,2,2,0,0,1,3,1996,3,8,22,2018,2018,3550308.0,3399
99503,2,2,0,0,1,2,1975,10,4,43,2015,2018,3135209.0,2752
99503,2,2,0,0,1,3,1993,21,6,25,2015,2018,3135209.0,2755
99503,2,2,0,0,0,3,1997,28,1,21,2017,2018,3135209.0,2795
99503,2,2,0,0,1,3,1995,21,7,23,2016,2018,3135209.0,2838
99503,2,4,0,0,0,2,1993,21,2,25,2016,2018,3135209.0,2454
99503,2,2,0,0,1,1,1998,26,8,20,2016,2018,3135209.0,2839
99503,2,2,0,0,0,3,1997,8,5,21,2016,2018,3135209.0,2840
99503,2,4,0,0,0,3,1997,19,10,21,2016,2018,3135209.0,2842
99503,2,2,0,0,1,1,1992,2,4,26,2016,2018,3135209.0,2843
99503,2,2,0,1,0,3,1993,5,7,25,2016,2018,3122306.0,2844
99503,2,5,0,0,0,1,1975,1,8,43,2016,2018,3135209.0,2845
99503,2,2,0,1,0,3,1998,20,1,20,2016,2018,3135050.0,2846
99503,2,2,0,1,0,2,1998,16,5,20,2016,2018,3108602.0,2847
99503,2,4,0,1,0,3,1997,1,3,21,2016,2018,3135209.0,3400
99503,2,2,0,1,0,1,1997,23,6,21,2016,2018,3124302.0,2849
99503,2,2,0,0,1,3,1982,3,3,36,2016,2018,3135209.0,2850
99503,2,2,0,0,0,3,1997,24,6,21,2016,2018,3132107.0,2851
99503,2,2,0,1,1,3,1998,28,11,20,2016,2018,3132107.0,2852
99503,2,2,0,0,1,1,1988,7,3,30,2016,2018,3143302.0,2853
99503,2,2,0,0,0,3,1970,16,12,48,2016,2018,3135209.0,2858
99503,2,4,0,1,0,1,1969,3,4,49,2016,2018,3135209.0,2859
99503,2,2,0,1,0,0,1992,27,9,26,2018,2018,3108602.0,3401
99503,2,4,1,1,1,3,1996,20,6,22,2017,2018,3143302.0,3104
99503,2,2,0,0,0,0,1960,20,12,58,2017,2018,,3105
99503,2,2,0,1,0,3,1991,25,4,27,2017,2018,3135209.0,3106
99503,2,2,0,1,0,3,1998,10,9,20,2017,2018,3143302.0,3107
99503,2,2,0,1,1,3,1998,22,1,20,2017,2018,3143302.0,3057
99503,2,2,0,0,1,3,1998,14,1,20,2017,2018,3135100.0,3108
99503,2,2,9,1,0,2,1996,23,11,22,2017,2018,3108602.0,3109
99503,2,2,9,0,0,1,1994,31,5,24,2017,2018,3135209.0,3110
99503,2,4,0,0,0,3,1995,25,8,23,2017,2018,3304557.0,3111
99503,2,4,0,0,1,3,1997,30,12,21,2017,2018,3135209.0,3112
99503,2,2,0,1,1,2,1999,22,1,19,2017,2018,3135209.0,3113
99503,2,5,0,0,1,2,1997,23,6,21,2017,2018,3135209.0,3114
99503,2,4,9,1,1,3,1996,8,2,22,2017,2018,2928604.0,3115
99503,2,2,0,0,1,3,1997,30,10,21,2017,2018,3135209.0,3116
99503,2,2,0,0,0,3,1999,21,6,19,2017,2018,3170800.0,3117
99503,2,2,0,0,1,1,1999,30,3,19,2017,2018,3135209.0,3118
99503,2,2,0,1,0,3,1981,20,10,37,2017,2018,3117836.0,3119
99503,2,4,0,1,1,2,1998,4,12,20,2017,2018,3135209.0,3120
99503,2,2,0,1,0,3,1997,1,10,21,2017,2018,3132503.0,3121
99503,2,2,0,1,0,3,1977,9,9,41,2017,2018,3117836.0,3122
99503,2,2,0,0,1,3,1998,26,3,20,2017,2018,3135209.0,3123
99503,2,2,0,1,1,3,1998,7,5,20,2017,2018,3135209.0,3124
99503,2,4,9,1,0,3,1997,3,1,21,2017,2018,3135209.0,3125
99503,2,2,0,0,0,2,1998,27,8,20,2017,2018,3135209.0,3126
99503,2,4,9,0,1,2,1998,14,12,20,2017,2018,3138203.0,3127
99503,2,4,0,0,0,3,1998,13,1,20,2017,2018,3142700.0,3128
99503,2,4,0,1,0,2,1995,11,8,23,2017,2018,3143302.0,3131
99503,2,5,0,0,1,3,1996,21,4,22,2017,2018,3135209.0,2337
99503,2,2,0,0,0,2,1998,28,3,20,2018,2018,3135209.0,3315
99503,2,4,0,0,1,3,2000,2,2,18,2018,2018,3143302.0,3402
99503,2,2,0,0,1,0,1999,17,5,19,2018,2018,3135209.0,3403
99503,2,4,0,0,0,0,1995,12,3,23,2018,2018,3143302.0,3404
99503,2,2,0,0,1,2,1997,1,11,21,2018,2018,3135209.0,3405
99503,2,2,0,0,0,3,1999,5,5,19,2018,2018,3135209.0,3406
99503,2,2,0,0,0,3,1988,29,11,30,2018,2018,3135209.0,3407
99503,2,2,0,0,0,1,1999,22,5,19,2018,2018,3534401.0,3408
99503,2,2,0,1,1,3,1998,9,6,20,2018,2018,3135209.0,3409
99503,2,2,0,0,0,2,1999,6,8,19,2018,2018,3139300.0,3410
99503,2,2,0,0,1,3,2000,7,2,18,2018,2018,3135209.0,3411
99503,2,2,0,0,0,1,2000,13,10,18,2018,2018,3142007.0,3412
99503,2,2,0,0,1,3,2000,17,3,18,2018,2018,3550308.0,3413
99503,2,2,0,1,1,3,2000,5,1,18,2018,2018,3135209.0,3414
99503,2,2,0,1,0,3,1998,13,12,20,2018,2018,3135209.0,3415
99503,2,2,0,1,1,3,1998,8,9,20,2018,2018,3135209.0,3416
99503,2,2,0,0,0,1,1999,7,4,19,2018,2018,3135209.0,3417
99503,2,2,0,0,1,3,1993,2,4,25,2018,2018,3143302.0,3418
99503,2,2,0,0,1,3,1997,22,3,21,2018,2018,3550308.0,2880
99503,2,3,0,1,1,2,2000,17,7,18,2018,2018,3135209.0,3419
99503,2,2,0,1,1,3,1999,1,9,19,2018,2018,3124302.0,3420
99503,2,2,0,1,1,2,2000,16,4,18,2018,2018,3135209.0,3421
99503,2,2,0,1,1,1,1999,9,12,19,2018,2018,3135209.0,3422
99503,2,2,0,1,0,3,1998,23,7,20,2018,2018,3162401.0,3423
99503,2,2,0,1,0,3,1999,23,7,19,2018,2018,3135209.0,3424
99503,2,2,0,0,1,1,1998,4,7,20,2018,2018,3143302.0,3425
99503,2,2,0,0,0,1,1994,2,12,24,2018,2018,3135209.0,3426
99503,2,4,0,1,0,3,1995,18,8,23,2018,2018,3135209.0,3427
99503,2,4,0,1,1,1,1986,10,7,32,2018,2018,3135209.0,3428
99503,2,4,0,0,0,1,1976,11,6,42,2018,2018,3135209.0,3429
99503,2,2,0,1,1,3,2000,30,1,18,2018,2018,3135209.0,3430
99503,2,4,0,0,1,1,1982,24,2,36,2018,2018,3149150.0,3431
99503,2,2,0,1,1,3,1999,30,5,19,2018,2018,3135209.0,3432
99503,2,4,0,0,0,3,1990,25,10,28,2018,2018,3135209.0,3433
99503,2,2,0,0,1,2,1994,11,11,24,2018,2018,3135209.0,3434
99503,2,2,0,0,0,1,1990,19,2,28,2018,2018,3135209.0,3435
99503,2,2,0,1,0,2,1999,1,9,19,2018,2018,3135209.0,3436
99503,2,2,0,1,1,3,1997,20,4,21,2018,2018,3135209.0,3437
99503,2,4,0,0,1,2,1998,28,11,20,2018,2018,3135209.0,3438
107474,1,4,0,0,0,3,1983,27,4,35,2015,2018,3152204.0,2466
107474,1,6,0,0,0,3,1987,16,1,31,2012,2018,3142007.0,1806
107474,1,4,0,0,0,9,1990,16,2,28,2012,2018,3135209.0,3137
107474,1,2,0,0,1,2,1989,17,9,29,2016,2018,3135209.0,2865
107474,1,4,9,0,0,1,1981,25,6,37,2015,2018,3149150.0,1360
107474,1,2,0,0,0,3,1982,28,4,36,2016,2018,3135209.0,2866
107474,1,4,0,1,0,1,1985,6,8,33,2017,2018,3135209.0,3139
107474,1,6,0,0,1,1,1990,15,6,28,2008,2018,3135209.0,872
107474,1,2,0,1,1,2,1988,15,10,30,2016,2018,3135209.0,863
107474,1,2,0,0,1,1,1986,30,4,32,2016,2018,3148707.0,712
107474,1,2,0,0,1,3,1988,26,9,30,2017,2018,3135209.0,1002
107474,1,6,0,0,1,9,1987,24,11,31,2009,2018,3135209.0,3140
107474,1,2,0,0,0,3,1989,30,9,29,2012,2018,3550308.0,816
107474,1,2,0,0,0,3,1990,19,5,28,2017,2018,3135209.0,715
107474,1,2,0,0,1,4,1991,30,8,27,2016,2018,3161106.0,870
107474,1,2,0,0,1,3,1983,10,2,35,2012,2018,3135209.0,1134
107474,1,2,0,0,1,3,1989,12,1,29,2017,2018,3135209.0,3142
107474,1,2,0,0,1,0,1989,7,4,29,2016,2018,3135209.0,2867
107474,1,4,0,0,0,9,1987,6,7,31,2012,2018,3135209.0,3144
107474,1,2,0,0,1,0,1988,24,5,30,2018,2018,3135209.0,3439
107474,1,4,0,1,1,3,1981,22,4,37,2017,2018,3135209.0,3145
107474,1,2,0,0,1,2,1989,14,4,29,2016,2018,3135209.0,2868
107474,1,4,0,0,0,9,1986,30,8,32,2011,2018,3135209.0,3146
107474,1,6,0,0,1,3,1976,22,10,42,2010,2018,3135209.0,722
107474,1,3,0,0,0,1,1991,15,12,27,2017,2018,3143302.0,1139
107474,1,4,0,0,0,2,1977,18,7,41,2010,2018,3135209.0,719
107474,1,6,0,0,0,3,1981,11,5,37,2010,2018,3135209.0,720
107474,1,2,0,0,1,3,1987,30,8,31,2013,2018,3132107.0,2869
107474,1,2,0,0,0,3,1992,30,7,26,2017,2018,3132107.0,3147
107474,1,2,0,0,0,0,1993,12,2,25,2016,2018,5300108.0,767
107474,1,6,0,0,1,9,1982,27,7,36,2011,2018,3162401.0,3148
107474,1,2,9,0,0,3,1986,7,1,32,2015,2018,3143302.0,2486
107474,1,4,9,1,1,3,1993,30,11,25,2017,2018,3135209.0,3149
107474,1,2,9,0,1,1,1993,14,9,25,2015,2018,3552205.0,2489
107474,1,2,9,0,1,3,1991,29,3,27,2016,2018,3515707.0,2386
107474,1,2,9,0,1,3,1992,11,11,26,2014,2018,3135209.0,2274
107474,1,2,0,0,0,1,1993,14,1,25,2013,2018,3550308.0,2010
107474,1,2,0,0,0,2,1988,29,5,30,2015,2018,3135209.0,1914
107474,1,2,9,0,1,3,1993,19,8,25,2012,2018,3135050.0,1976
107474,1,2,0,0,0,1,1993,3,7,25,2014,2018,3143302.0,2276
107474,1,2,9,0,1,3,1991,5,4,27,2012,2018,,1977
107474,1,2,0,0,0,0,1989,21,2,29,2014,2018,3135209.0,1602
107474,1,4,0,0,0,2,1990,2,8,28,2014,2018,3135209.0,1539
107474,1,2,0,0,1,3,1990,18,2,28,2012,2018,3135209.0,1783
107474,1,2,0,0,0,0,1992,9,7,26,2017,2018,3161106.0,1517
107474,1,4,0,0,1,0,1992,10,8,26,2011,2018,3135209.0,1398
107474,1,4,0,0,1,0,1993,22,9,25,2011,2018,3135209.0,1534
107474,1,4,0,0,1,0,1993,1,4,25,2011,2018,3135209.0,1383
107474,1,4,0,0,1,0,1985,31,7,33,2011,2018,3135209.0,1426
107474,1,4,0,0,0,0,1992,1,12,26,2011,2018,3106200.0,1568
107474,1,2,0,0,0,0,1991,18,8,27,2016,2018,,1382
107474,1,4,0,0,0,0,1977,15,10,41,2011,2018,3304557.0,1536
107474,1,2,0,1,1,1,1991,28,2,27,2016,2018,3135209.0,2871
107474,1,2,0,0,1,3,1992,6,6,26,2012,2018,3101706.0,1774
107474,1,6,0,0,1,3,1992,22,7,26,2013,2018,5212501.0,1982
107474,1,2,0,0,1,0,1991,20,3,27,2014,2018,3135209.0,2499
107474,1,2,0,0,0,3,1991,10,3,27,2014,2018,3135209.0,2277
107474,1,2,0,0,0,3,1991,19,9,27,2013,2018,3100104.0,1994
107474,1,2,0,0,1,3,1994,10,10,24,2012,2018,3550308.0,1848
107474,1,4,0,0,0,1,1989,9,12,29,2012,2018,3135209.0,1818
107474,1,2,0,1,1,0,1992,19,9,26,2018,2018,3135209.0,3440
107474,1,4,0,0,1,3,1986,8,1,32,2012,2018,3135209.0,1674
107474,1,2,0,0,0,1,1992,11,2,26,2012,2018,3135209.0,1656
107474,1,2,0,0,1,1,1985,21,4,33,2012,2018,3135209.0,1731
107474,1,6,0,0,1,3,1971,25,8,47,2012,2018,3135209.0,1735
107474,1,2,0,0,1,1,1993,30,8,25,2012,2018,3143302.0,1696
107474,1,2,0,0,1,0,1993,26,9,25,2012,2018,3143302.0,1809
107474,1,2,0,0,0,3,1988,29,7,30,2012,2018,3135209.0,1707
107474,1,4,0,0,1,2,1992,14,4,26,2012,2018,3135209.0,1804
107474,1,2,0,0,0,3,1993,18,2,25,2012,2018,3135209.0,1691
107474,1,2,0,0,0,3,1961,27,3,57,2012,2018,3135100.0,1692
107474,1,6,0,0,0,3,1993,28,2,25,2012,2018,3135209.0,1745
107474,1,2,0,0,0,3,1977,29,8,41,2015,2018,3135209.0,1708
107474,1,4,0,0,0,1,1992,23,9,26,2017,2018,3135209.0,3151
107474,1,2,0,0,1,3,1988,18,6,30,2015,2018,3135209.0,1661
107474,1,2,0,0,1,2,1994,30,1,24,2014,2018,3135209.0,1865
107474,1,2,0,0,1,1,1993,17,5,25,2013,2018,3135209.0,1759
107474,1,2,0,1,0,3,1990,27,5,28,2017,2018,,3152
107474,1,4,0,0,0,3,1994,29,10,24,2014,2018,3135209.0,1900
107474,1,2,0,0,1,0,1994,11,5,24,2015,2018,3170909.0,2504
107474,1,2,0,0,1,3,1994,6,2,24,2016,2018,3513801.0,2872
107474,1,2,0,0,1,9,1991,7,9,27,2013,2018,3135209.0,3153
107474,1,2,0,0,1,1,1995,5,6,23,2014,2018,3161106.0,2285
107474,1,2,0,0,1,1,1972,16,3,46,2017,2018,3547809.0,3154
107474,1,2,0,0,1,3,1994,10,3,24,2015,2018,3548807.0,2154
107474,1,2,0,0,1,3,1991,7,1,27,2016,2018,3135209.0,2071
107474,1,2,0,0,1,3,1994,9,8,24,2015,2018,3135209.0,2085
107474,1,2,0,0,0,4,1994,18,10,24,2015,2018,3135209.0,2111
107474,1,4,0,0,1,3,1991,18,5,27,2015,2018,3135209.0,2129
107474,1,2,9,0,1,3,1995,5,9,23,2016,2018,3135209.0,1877
107474,1,6,0,0,1,3,1995,25,9,23,2013,2018,3135209.0,1988
107474,1,2,0,0,1,2,1995,16,3,23,2013,2018,3135209.0,1990
107474,1,4,0,0,0,3,1989,21,12,29,2013,2018,3139300.0,1984
107474,1,2,0,0,1,1,1980,27,12,38,2013,2018,3135209.0,1981
107474,1,2,0,0,1,3,1994,30,12,24,2013,2018,3135209.0,1995
107474,1,2,0,0,1,3,1982,7,4,36,2013,2018,3135209.0,2009
107474,1,4,0,0,1,3,1995,30,4,23,2013,2018,3135209.0,2000
107474,1,2,0,0,0,3,1994,21,10,24,2017,2018,3135209.0,1888
107474,1,2,9,0,1,2,1995,25,8,23,2014,2018,3135209.0,1897
107474,1,2,9,0,1,3,1995,31,7,23,2014,2018,3135209.0,1906
107474,1,2,9,0,1,3,1995,31,5,23,2016,2018,3135209.0,1922
107474,1,2,9,0,0,3,1991,26,4,27,2017,2018,3509502.0,1924
107474,1,4,0,0,1,1,1985,31,5,33,2016,2018,1302405.0,2873
107474,1,2,9,0,1,3,1995,4,12,23,2015,2018,3135209.0,2516
107474,1,2,0,0,1,3,1991,29,12,27,2015,2018,3135209.0,2521
107474,1,6,0,0,1,1,1996,8,2,22,2015,2018,3135209.0,2522
107474,1,2,0,0,1,2,1996,1,7,22,2015,2018,3135209.0,2190
107474,1,2,0,0,0,3,1996,20,3,22,2016,2018,3143302.0,2202
107474,1,2,0,0,1,0,1996,18,8,22,2016,2018,3135209.0,2355
107474,1,2,0,0,1,3,1994,18,12,24,2015,2018,3135209.0,2204
107474,1,2,0,0,1,3,1996,18,8,22,2016,2018,3170909.0,2360
107474,1,2,0,0,0,3,1992,5,4,26,2015,2018,3135209.0,2369
107474,1,2,0,0,1,3,1994,3,7,24,2015,2018,3135209.0,2370
107474,1,2,0,0,1,1,1995,5,5,23,2016,2018,3135209.0,2323
107474,1,2,0,0,1,2,1996,9,4,22,2015,2018,3135209.0,2371
107474,1,2,0,0,1,3,1993,3,1,25,2015,2018,3135209.0,1421
107474,1,2,0,0,1,3,1992,26,7,26,2015,2018,3135209.0,2216
107474,1,2,0,0,0,0,1995,2,12,23,2018,2018,3135209.0,2217
107474,1,2,0,0,1,3,1995,9,1,23,2015,2018,3135209.0,2218
107474,1,6,9,0,1,3,1996,16,2,22,2014,2018,3161106.0,2289
107474,1,4,9,0,0,3,1993,13,4,25,2014,2018,3135209.0,2290
107474,1,2,9,0,1,3,1996,30,7,22,2014,2018,3135209.0,2291
107474,1,2,9,1,0,2,1985,18,6,33,2014,2018,3543402.0,2293
107474,1,2,9,0,1,4,1996,13,6,22,2014,2018,3135209.0,2294
107474,1,3,9,0,0,3,1992,24,3,26,2014,2018,3550308.0,2295
107474,1,6,9,0,1,3,1996,28,8,22,2014,2018,3135209.0,2297
107474,1,6,9,0,1,3,1996,5,8,22,2014,2018,3143302.0,2300
107474,1,3,9,0,1,3,1995,27,9,23,2014,2018,3135209.0,2301
107474,1,2,0,0,0,4,1996,21,6,22,2018,2018,,2302
107474,1,2,9,0,1,3,1995,13,11,23,2014,2018,3135209.0,2303
107474,1,6,9,0,1,3,1996,14,12,22,2014,2018,3135209.0,2304
107474,1,4,0,0,0,3,1991,15,7,27,2018,2018,3143302.0,3441
107474,1,3,0,0,1,0,1995,22,11,23,2017,2018,3143302.0,3155
107474,1,2,0,0,1,3,1994,12,8,24,2016,2018,3135209.0,2875
107474,1,2,9,0,0,2,1994,4,9,24,2015,2018,3135209.0,2541
107474,1,2,9,0,1,1,1997,5,7,21,2015,2018,3143302.0,2542
107474,1,2,9,0,1,1,1987,26,11,31,2015,2018,2930006.0,2544
107474,1,2,9,0,0,0,1981,17,8,37,2015,2018,3135209.0,2551
107474,1,2,9,0,1,0,1997,2,6,21,2015,2018,3135209.0,2552
107474,1,2,9,0,0,1,1990,22,6,28,2015,2018,3135209.0,2554
107474,1,2,9,0,0,3,1985,3,3,33,2015,2018,3135209.0,2556
107474,1,2,9,0,1,3,1996,15,11,22,2015,2018,3143302.0,2557
107474,1,2,9,0,1,3,1977,15,9,41,2015,2018,3118809.0,2559
107474,1,2,0,0,1,2,1997,25,8,21,2015,2018,3135209.0,2563
107474,1,2,0,0,1,3,1996,14,10,22,2015,2018,3135209.0,2565
107474,1,2,9,0,1,3,1994,4,9,24,2015,2018,3550308.0,2567
107474,1,2,0,0,0,3,1997,12,1,21,2015,2018,3135209.0,2568
107474,1,2,0,0,1,3,1982,19,1,36,2015,2018,3550308.0,2569
107474,1,2,0,0,1,3,1981,14,12,37,2015,2018,3529401.0,2570
107474,1,2,0,0,0,3,1996,18,3,22,2015,2018,3550308.0,2579
107474,1,2,0,0,0,3,1997,15,4,21,2016,2018,,2583
107474,1,4,0,0,0,2,1997,28,8,21,2016,2018,3135209.0,2593
107474,1,2,0,0,0,3,1995,6,2,23,2017,2018,3135209.0,2612
107474,1,2,9,0,1,3,1986,4,9,32,2016,2018,3135209.0,2710
107474,1,4,9,0,0,3,1995,5,1,23,2017,2018,5002704.0,1889
107474,1,4,0,1,1,2,1997,1,1,21,2018,2018,3135209.0,3442
107474,1,2,0,0,1,3,1996,25,4,22,2015,2018,3117836.0,2566
107474,1,2,0,1,0,3,1996,16,6,22,2017,2018,3135209.0,2754
107474,1,2,0,0,1,3,1996,18,11,22,2017,2018,3118601.0,3156
107474,1,2,0,0,1,3,1996,17,1,22,2017,2018,3132107.0,2966
107474,1,4,9,0,0,4,1995,24,7,23,2017,2018,3106200.0,2983
107474,1,2,0,0,1,3,1994,11,5,24,2017,2018,3135209.0,2820
107474,1,2,0,0,1,3,1991,23,4,27,2017,2018,3135209.0,2994
107474,1,2,0,0,1,2,1988,24,9,30,2017,2018,3135209.0,2828
107474,1,3,0,0,1,2,1990,25,3,28,2016,2018,3135209.0,2876
107474,1,2,0,1,1,2,1996,21,4,22,2016,2018,3135209.0,2877
107474,1,2,0,0,1,3,1998,17,11,20,2016,2018,3550308.0,2878
107474,1,2,0,1,1,1,1983,18,6,35,2016,2018,3135209.0,2879
107474,1,2,0,0,1,3,1997,22,3,21,2016,2018,3135209.0,2880
107474,1,2,0,0,1,3,1997,30,9,21,2016,2018,3550308.0,2881
107474,1,2,0,0,0,1,1975,1,8,43,2018,2018,3135209.0,2845
107474,1,2,0,1,1,2,1997,3,8,21,2016,2018,3135209.0,2883
107474,1,2,0,0,1,1,1996,18,9,22,2016,2018,3135209.0,2884
107474,1,2,0,1,1,3,1998,8,1,20,2016,2018,3135209.0,2886
107474,1,2,0,0,1,3,1998,7,8,20,2016,2018,3135209.0,2887
107474,1,2,0,0,0,1,1996,5,12,22,2016,2018,3135209.0,2888
107474,1,2,0,1,1,3,1997,21,4,21,2016,2018,3135209.0,2889
107474,1,2,0,1,1,3,1985,26,3,33,2016,2018,3135209.0,2890
107474,1,2,0,1,0,1,1996,2,11,22,2016,2018,3135209.0,2891
107474,1,2,0,1,1,3,1998,23,4,20,2016,2018,3135209.0,2892
107474,1,2,0,0,1,3,1997,25,6,21,2016,2018,3135209.0,2893
107474,1,2,0,0,1,3,1997,13,2,21,2016,2018,3135209.0,2894
107474,1,4,0,1,0,3,1997,4,4,21,2016,2018,3117836.0,2895
107474,1,2,0,1,0,3,1998,28,1,20,2016,2018,3148707.0,2896
107474,1,2,0,0,0,3,1992,14,8,26,2016,2018,3135209.0,2897
107474,1,2,9,0,1,3,1998,12,6,20,2017,2018,3143302.0,3051
107474,1,2,0,1,1,3,1971,12,7,47,2016,2018,2908101.0,2899
107474,1,2,0,0,0,1,1993,26,12,25,2018,2018,3135209.0,3443
107474,1,2,0,1,1,3,1997,23,7,21,2017,2018,3135209.0,3157
107474,1,2,9,0,0,0,1998,24,4,20,2017,2018,3135209.0,3158
107474,1,2,0,0,1,3,1998,19,1,20,2018,2018,3135209.0,3444
107474,1,2,0,0,0,3,1995,27,11,23,2018,2018,3135209.0,3445
107474,1,2,0,0,0,3,1998,12,2,20,2018,2018,3147006.0,3446
107474,1,2,0,0,1,3,1998,25,8,20,2018,2018,3139300.0,3447
107474,1,2,0,1,1,2,1999,28,4,19,2018,2018,3132107.0,3448
107474,1,2,0,0,1,0,1999,15,2,19,2018,2018,3141405.0,3449
107474,1,2,0,1,1,2,1999,8,4,19,2017,2018,3135209.0,3159
107474,1,2,0,0,1,2,1997,23,6,21,2018,2018,3135209.0,3114
107474,1,3,0,0,0,0,1995,29,8,23,2017,2018,3135209.0,3160
107474,1,2,0,0,1,4,1983,17,2,35,2017,2018,3142700.0,3161
107474,1,2,0,0,1,3,1999,2,2,19,2017,2018,3135209.0,3162
107474,1,2,0,1,0,0,1981,10,4,37,2017,2018,3149150.0,3163
107474,1,2,0,1,0,1,1992,8,1,26,2017,2018,3135209.0,3164
107474,1,2,0,0,1,1,1995,6,7,23,2017,2018,3143302.0,3166
107474,1,2,0,1,1,3,1999,17,10,19,2017,2018,3135209.0,3167
107474,1,2,0,1,0,1,1993,17,8,25,2017,2018,3143302.0,3168
107474,1,2,0,0,0,2,1989,24,12,29,2018,2018,3135209.0,3398
107474,1,2,0,0,1,2,1997,21,3,21,2017,2018,3135209.0,3169
107474,1,2,0,0,0,3,1998,31,3,20,2017,2018,3170701.0,3170
107474,1,2,0,0,0,3,1991,1,3,27,2017,2018,3132107.0,1736
107474,1,2,0,1,1,1,1998,24,3,20,2017,2018,3135209.0,3171
107474,1,2,0,0,1,2,1998,19,11,20,2017,2018,3135209.0,3172
107474,1,2,0,1,1,3,1996,4,7,22,2017,2018,3143302.0,3173
107474,1,2,0,0,1,3,1998,10,1,20,2018,2018,3135209.0,3233
107474,1,2,0,1,1,1,1998,28,5,20,2017,2018,3162401.0,3174
107474,1,2,0,0,0,2,1999,6,1,19,2017,2018,3135209.0,3175
107474,1,2,0,0,1,3,1997,29,6,21,2017,2018,3135209.0,3176
107474,1,2,0,0,1,1,1998,22,4,20,2017,2018,3135209.0,3177
107474,1,2,0,0,1,3,1996,21,4,22,2018,2018,3135209.0,2337
107474,1,2,0,1,1,3,1999,26,5,19,2017,2018,3170800.0,3178
107474,1,2,0,0,0,1,1998,3,10,20,2017,2018,3143302.0,3179
107474,1,2,0,0,1,3,1995,12,12,23,2018,2018,3135209.0,3297
107474,1,2,0,0,1,3,1988,20,8,30,2018,2018,3135209.0,3235
107474,1,2,0,0,0,3,1997,12,3,21,2017,2018,3171600.0,2939
107474,1,2,0,0,1,3,1999,5,7,19,2018,2018,3135209.0,3279
107474,1,2,0,0,1,2,1998,9,8,20,2018,2018,3135209.0,3280
107474,1,2,0,1,1,3,1996,29,9,22,2018,2018,3143302.0,3283
107474,1,2,0,0,1,0,1998,6,4,20,2018,2018,3135209.0,3450
107474,1,2,0,0,0,3,1994,2,10,24,2018,2018,3135209.0,3451
107474,1,2,0,0,0,3,1994,10,12,24,2018,2018,3162401.0,3452
107474,1,2,0,0,1,3,1994,28,9,24,2018,2018,3117836.0,3453
107474,1,2,0,0,0,3,2000,23,2,18,2018,2018,3135209.0,3454
107474,1,2,0,0,1,3,1999,29,12,19,2018,2018,3142007.0,3455
107474,1,2,0,1,1,3,1999,30,12,19,2018,2018,3550308.0,3456
107474,1,2,0,0,1,3,1999,6,12,19,2018,2018,3143302.0,3457
107474,1,2,0,1,0,3,1998,24,9,20,2018,2018,3152204.0,3458
107474,1,2,0,1,1,3,2000,18,4,18,2018,2018,3143302.0,3459
107474,1,2,0,1,1,3,1999,3,11,19,2018,2018,3536703.0,3460
107474,1,2,0,0,1,3,1998,4,12,20,2018,2018,3139300.0,3461
107474,1,2,0,1,1,3,1999,16,10,19,2018,2018,3143302.0,3462
107474,1,2,0,0,0,3,1999,31,5,19,2018,2018,3139300.0,3463
107474,1,2,0,0,0,1,1999,8,11,19,2018,2018,,3464
107474,1,2,0,1,1,4,1999,6,5,19,2018,2018,3135100.0,3465
107474,1,2,0,0,0,3,1999,27,2,19,2018,2018,3135209.0,3466
107474,1,2,0,1,1,1,1999,22,6,19,2018,2018,3139300.0,3467
107474,1,2,0,1,1,2,1999,2,7,19,2018,2018,3135209.0,3468
107474,1,2,0,0,1,1,2000,10,10,18,2018,2018,3135209.0,3469
107474,1,2,0,0,1,1,2000,1,2,18,2018,2018,3135209.0,3470
107474,1,2,0,1,1,3,2000,11,4,18,2018,2018,3135209.0,3471
107474,1,2,0,1,1,3,1999,12,10,19,2018,2018,3143302.0,3472
107474,1,2,0,1,1,3,1999,3,1,19,2018,2018,3142908.0,3473
107474,1,2,0,1,1,3,2000,29,3,18,2018,2018,3135209.0,3474
107474,1,2,0,0,1,5,2000,23,2,18,2018,2018,3135209.0,3475
107474,1,4,0,1,1,3,1996,15,12,22,2018,2018,3135209.0,3476
107474,1,4,0,1,1,3,1999,24,3,19,2018,2018,3135209.0,3477
107474,1,4,0,0,0,3,1986,18,1,32,2018,2018,3143302.0,3478
107474,1,4,0,1,1,3,1997,24,5,21,2018,2018,3135209.0,3028
